facility_name,facility_type,full_address,latitude,longitude
Four Counties Brain Injury Association,Clinic,"158, charlotte street, peterborough, on, K9J 2T8",44.30357875,-78.3203241
6699 Arlington,Other,"6699, arlington st, vancouver, bc, V5S 3P1",49.222641,-123.029465
Four Counties Health Services Corporation,Hospital,"NA, rr 3, newbury, on, N0L 1Z0",42.683425,-81.78922299999999
Four Elms Retirement Residence,Other,"1500, steeles avenue w, vaughan, on, L4J 4H6",43.7877523,-79.46946902
Fox Ridge Care Community,Other,"389, west street, brantford, on, N3R 3V9",43.15692506,-80.25558282
Fox Run Retirement Home Inc.,Other,"5475, trafalgar road, erin, on, N0B 1T0",43.75346767,-80.08819742
Fox Run Retirement Residence,Other,"104, thousand islands parkway, gananoque, on, K7G 2V4",44.33732175,-76.12701389
FOYER DES PIONNIERS,Other,"67, 15 street, hearst, on, P0L 1N0",49.684844700000006,-83.67961927
Foyer Richelieu Welland,Other,"655, tanguay avenue, welland, on, L3B 6A1",42.99062027,-79.22461408
Foyer St-Viateur Nursing Home,Other,"1003, limoges road s, limoges, on, K0A 2M0",45.29369315,-75.22846107
7th Street,Other,"322, 7 street s, cranbrook, bc, V1C 1M7",49.5020649,-115.7749363
Franklin Gardens Long Term Care Home,Other,"24, franklin road, leamington, on, N8H 4B7",42.03083044,-82.59816325
Fraser House Retirement Home,Other,"71, queen street prince, edward, on, K0K 2T0",44.01223925,-77.14248949
Fred Victor Centre,Other,"444, young street, toronto, on, M5B 2H4",43.66070949,-79.38355728
French River Nurse Practitioner-Led Clinic,Clinic,"24, delamere road, french river, on, P0M 1A0",46.10621734,-80.62617992
Friendly Manor Nursing Home,Other,"9756, lennox and addington, greater napanee, on, K0K 1X0",44.201206899999995,-77.0375329
Friends & Advocates Peel,Clinic,"239, queen street e, brampton, on, L6W 2B6",43.69622638,-79.74725059999999
Friuli Terrace (Friuli Benevolent Corp / Friuli),Clinic,"60, friuli court, vaughan, on, L4L 8G8",43.76625,-79.57303415
Frost Manor,Other,"225, mary street w, kawartha lakes, on, K9V 5K3",44.342364,-78.747889
Fudger House,Other,"439, sherbourne street, toronto, on, M4X 1K6",43.66633069,-79.37402148
g & b House,Other,"509, 9 avenue e, owen sound, on, N4K 3E2",44.56029767,-80.92589916
Bow Island Health Centre,Hospital,"938, centre st, bow island, ab, T0K 0G0",49.8655484,-111.3793987
88th,Other,"23124, 88 ave, langley, bc, V1M 2R4",49.162358700000006,-122.5823423
Garden City Manor,Other,"168, scott street, st catharines, on, L2N 1H2",43.18091791,-79.2490312
Garden Court Nursing Home,Other,"1, sand beach road, toronto, on, M8V 2W2",43.60195707,-79.49680752
Garden Terrace,Other,"100, aird place, ottawa, on, K2L 4H8",45.30976033,-75.90097929999999
Garden Villa Retirement Residence,Other,"66, main street s, chesterville, on, K0C 1H0",45.09946782,-75.22728616
Gardens of Parry Sound,Other,"12, college drive, parry sound, on, P2A 0A9",45.36233335,-80.03838435
Gardenview Long Term Care Home,Other,"72, town centre drive, townsend, on, N0A 1S0",42.88836551,-80.14081206
Garrison Place,Other,"373, garrison road, fort erie, on, L2A 1N1",42.90403357,-78.92909258
Garry j. Armstrong Home,Other,"200, island lodge road, ottawa, on, K1N 5M2",45.43785466,-75.68321333
Gateway Community Health Centre,Clinic,"41, mcclellan street, tweed, on, K0K 3J0",44.47448562,-77.31669239
Gateway Haven Long Term Care Home,Other,"671, frank street, wiarton, on, N0H 2T0",44.74034089,-81.12803284
917 Foster,Other,"917, foster ave, coquitlam, bc, V3J 2L8",49.2565375,-122.8710548
Gateway Residential and Community Support Services of Niagara,Other,"178, king street, welland, on, L3B 3J5",42.98820377,-79.25069868
George Brown College,Clinic,"200, king street e, toronto, on, M5A 3W8",43.65124129,-79.37027698
George Herman House,Other,"158, madison avenue, toronto, on, M5R 2S5",43.67398969,-79.40582219
Georgetown Hospital,Hospital,"1, princess anne dr, georgetown, on, L7G 2B8",43.644797,-79.933322
Georgian,Clinic,"1, georgian drive, barrie, on, L4M 3X9",44.411660299999994,-79.66675384
Georgian Bay Fht,Clinic,"186, erie street, collingwood, on, L9Y 4T3",44.50108939,-80.20516252
92a Street House,Other,"8704, 92a st, fort st john, bc, V1J 3J6",56.23371650000001,-120.8340087
Georgian Heights,Other,"1115, 10 street e, owen sound, on, N4K 6B1",44.56929937,-80.92272196
Georgian Manor Home for the Aged,Other,"101, thompsons road, penetanguishene, on, L9M 0V3",44.76796585,-79.91976266
Georgina,Clinic,"152, high street, georgina, on, L9M 0V3",44.304694,-79.361197
Geraldton District Hospital,Hospital,"500, hogarth st w, geraldton, on, P0T 1M0",49.7226939,-86.9547123
Geriatric Psychiatry Community Services of Ottawa,Clinic,"75, bruyère street, ottawa, on, K1N 5C7",45.43220386,-75.69601434
Gerstein Crisis Centre,Other,"24, silverview drive, toronto, on, M2M 2B3",43.78638301,-79.41188220000001
9511 Steveston Highway,Other,"9511, steveston hwy, richmond, bc, V7A 1M7",49.13373789999999,-123.1212091
Gilbert Hall Retirement Home,Other,"22, veterans road, wingham, on, N0G 2W0",43.88515973,-81.31294852
Gilmore Lodge,Other,"50, gilmore road, fort erie, on, L2A 2M1",42.92080238,-78.91490397
Glanbrook Community Services,Clinic,"4280, binbrook road, hamilton, on, L0R 1C0",43.12915187,-79.83736468
Glebe Centre,Other,"950, bank street, ottawa, on, K1S 5G6",45.39876525,-75.68635693
Glen Hill Marnwood,Other,"26, elgin street, bowmanville, on, L1C 3C8",43.91589256,-78.68988509
Glen Hill Strathaven,Other,"264, king street e, bowmanville, on, L1C 1P9",43.91212066,-78.67361278
Glen-Stor-Dun Lodge,Other,"1900, montreal road, cornwall, on, K6H 7L1",45.02603103,-74.68347497
95th Avenue Residence,Other,"1625, 95 ave, dawson creek, bc, V1G 1K2",55.7674715,-120.24938600000002
Glengarry,Clinic,"137, military road, lancaster, on, K0C 1N0",45.14418886,-74.50269842
Glengarry Inter-Agency Group Inc.,Clinic,"3525, ontario, vankleek hill, on, K0C 1A0",45.56101752,-74.63006139
Glynnwood,Other,"7700, bayview avenue, markham, on, L3T 5W1",43.81983661,-79.40361491
Goderich Place Retirement Residence,Other,"30, balvina drive e, goderich, on, N7A 4L5",43.72853959,-81.70948703
Golden Agers - Salvation Army in Canada (the Governing Council of the),Clinic,"365, 14 street w, owen sound, on, N4K 5P7",44.57344577,-80.94993577
Golden Dawn Nursing Home,Other,"80, main street, lions head, on, N0H 1W0",44.98706902,-81.25537981
Golden Manor,Other,"481, melrose boulevard, timmins, on, P4N 5H3",48.48606627,-81.34352493
Abbotsford Regional Hospital and Cancer Care,Hospital,"2179, mccallum rd, abbotsford, bc, V2S 3P1",49.041893,-122.295136
Golden Plough Lodge,Other,"983, burnham street, cobourg, on, K9A 5J6",43.9744937,-78.19501703
Golden Pond Retirement Lodge,Other,"39, alice street, waterford, on, N0E 1Y0",42.93481642,-80.29271571
Golden Pond Retirement Residence,Other,"387, goodrich road, codrington, on, K0K 1R0",44.12413954,-77.78791971
Golden Years Nursing Home,Other,"704, eagle street n, cambridge, on, N3H 4T3",43.4042795,-80.35454667
Good Companions Seniors' Center,Clinic,"670, albert street, ottawa, on, K1R 6L2",45.41364475,-75.71017064
Good Samaritan Retirement Lodge,Other,"481, victoria street e, new tecumseth, on, L9R 1J8",44.15888285,-79.84546178
Good Shepherd Centre Hamilton (the),Clinic,"143, wentworth street s, hamilton, on, L8N 2Z1",43.24748669,-79.85041590000002
Good Shepherd Ministries,Clinic,"412, queen street e, toronto, on, M5A 1T3",43.65615969,-79.36252578
Abbotsford Regional Hospital and Cancer Centre,Hospital,"32900, marshall rd, abbotsford, bc, V2S 0C2",49.037872,-122.312854
Goodness Retirement Living,Other,"16, aldborough avenue, saint thomas, on, N5R 4S7",42.759489,-81.173799
Governing Council of Salvation Army - London Village Adult Day Program,Clinic,"1340, dundas street e, london, on, N5W 3B6",42.99826238,-81.2030626
"Governing Council of the Salvation Army in Canada, the",Other,"78, admiral road, toronto, on, M5R 2L6",43.67333259,-79.40135009
Governor's Walk Retirement Residence,Other,"150, stanley avenue, ottawa, on, K1M 2J7",45.44025126,-75.68767054
Grace Haven,Clinic,"35, van horne avenue, dryden, on, P8N 3B4",49.78362787,-92.8355216
Grace Manor,Other,"45, kingknoll drive, brampton, on, L6Y 5P2",43.65294337,-79.74143790000001
Grace Villa Nursing Home,Other,"45, lockton crescent, hamilton, on, L8V 4V5",43.21147629,-79.84709659
Grand Bend Area Community Health Centre,Clinic,"69, main street s, exeter, on, N0M 1T0",43.3099406,-81.7502814
Abbotsford Village Medical Clinic,Clinic,"302-2050, sumas way, abbotsford, bc, V2S 2C7",49.038729,-122.269714
Grand River Community Health Centre,Clinic,"363, colborne street, brantford, on, N3S 3N2",43.13882755,-80.25587592
Grand River Hospital,Hospital,"835, king st w, kitchener, on, N2G 1G3",43.4557709,-80.51168009999999
Grand River Hospital - Freeport Site,Other,"3570, king st e, kitchener, on, N2A 2W1",43.4255623,-80.4130265
Grand Wood Park,Other,"81, grand avenue, london, on, N6C 1M2",42.97086368,-81.24181941
Abbott House,Other,"7109, westholme rd, duncan, bc, V9L 6B4",48.850301,-123.71504
Grandview Fht,Clinic,"167, hespeler road, cambridge, on, N1R 3H7",43.38142249,-80.31935576
Grandview Lodge / Dunnville,Other,"657, lock street w, dunnville, on, N1A 1V9",42.90834644,-79.63401540000001
Granite Landing,Other,"30, light drive, cambridge, on, N1T 0B9",43.38918,-80.28204865
Granite Ridge Care Community,Other,"5501, abbott street e, ottawa, on, K2S 2C5",45.26988372,-75.90499269
Granite Ridge Retirement Residence,Other,"1097, bethune drive s, gravenhurst, on, P1P 0A8",44.910601799999995,-79.36804549
Gravenhurst Senior Citizens Club,Clinic,"480, first street n, gravenhurst, on, P1P 1B9",44.9240139,-79.3740637
Great Northern Family Health Team,Clinic,"240, shepherdson road, temiskaming shores, on, P0J 1P0",47.49941201,-79.69553097
Great Northern Retirement Home,Other,"760, great northern road, sault ste marie, on, P6B 0B5",46.54935421,-84.31709876
Abby Central Medical and Dental Clinic,Clinic,"2855, gladwin road, abbotsford, bc, V2T 6Y4",49.0541,-122.3176
Greater City of Sudbury Program for Community Living,Clinic,"15, kin drive, sudbury, on, P3Y 1N1",46.43849906,-81.14574553
Greenbelt Family Health Team,Clinic,"3500, fallowfield road, ottawa, on, K2J 4A7",45.29303723,-75.74235664
Greenstone Family Health Team,Clinic,"510, hogarth avenue w, geraldton, on, P0T 1M0",49.7233494,-86.95696565
Greenview Lodge,Other,"880, lawrence avenue e, toronto, on, M3C 1P6",43.736373,-79.34886588
Greenway Lodge Retirement Home,Other,"860, the greenway, mississauga, on, L5G 1P6",43.56395956,-79.56964054
Greenway Retirement Village,Other,"100, ken whillans drive, brampton, on, L6V 0A4",43.69217287,-79.76373531
Greenwood Court,Other,"90, greenwood drive, stratford, on, N5A 7W5",43.38294686,-80.97615776
Grey Bruce Health Services,Clinic,"495, 9 avenue e, owen sound, on, N4K 3E2",44.56018467,-80.92544046
Grey Bruce Health Services (Corporate Headquarters) - Owen Sound,Hospital,"1800, 8 st e, owen sound, on, N4K 6M9",44.569716,-80.910861
Grey Bruce Health Services - Lion's Head,Hospital,"22, moore st, lions head, on, N0H 1W0",44.9860183,-81.2489387
Aberdeen Hospital - Victoria,Other,"1450, hillside ave, victoria, bc, V8T 2B7",48.4418999,-123.343
Grey Bruce Health Services - Markdale,Hospital,"55, isla st, markdale, on, N0C 1H0",44.3181695,-80.6501723
Grey Bruce Health Services - Meaford,Hospital,"229, nelson st w, meaford, on, N4L 1A3",44.6057164,-80.599874
Grey Bruce Health Services - Southampton,Hospital,"340, high st, southampton, on, N0H 2L0",44.4933843,-81.36606590000001
Grey Bruce Health Services - Wiarton,Hospital,"369, mary st, wiarton, on, N0H 2T0",44.736996000000005,-81.138661
Able Care Medical Clinic,Clinic,"56-2991, lougheed highway, coquitlam, bc, V3B 6J6",49.277419,-122.795021
Grey Bruce Health Unit,Clinic,"101, 17 street e, owen sound, on, N4K 0A5",44.57653957,-80.94024697
Grey Bruce Palliative Care Hospice Association Inc.,Clinic,"340, 10 street e, owen sound, on, N4K 6P7",44.56819217,-80.94068617
Grey Gables Home for the Aged,Other,"206, toronto street s, markdale, on, N0C 1H0",44.31396564,-80.64029685
Greycliffe Manor,Other,"8158, lundys lane, niagara falls, on, L2H 1H1",43.0883215,-79.13431826
"GROUPE ACTION POUR L'ENFANT, LA FAMILLE ET LA COMMUNAUTÉ DE PRESCOTT ET RUSSELL",Clinic,"250, main street e, hawkesbury, on, K6A 1A5",45.60991163,-74.60804929
"the Grove, Arnprior and District Nursing Home",Other,"275, ida street n, arnprior, on, K7S 3M7",45.43909913,-76.36088256
Grove Park Home for Senior Citizens,Other,"234, cook street, barrie, on, L4M 4H5",44.406020700000006,-79.66946724
Groves Memorial Community Hospital,Hospital,"235, union st e, fergus, on, N1M 1W3",43.7053256,-80.3730598
Acacia Ty Mawr,Other,"2655, shawnigan lake rd e, shawnigan lake, bc, V0R 2W0",48.649871000000005,-123.62358
Groves Park Lodge,Other,"470, raglan street n, renfrew, on, K7V 1P5",45.48151172,-76.69696907
Guelph Community Health Centre,Clinic,"176, wyndham street n, guelph, on, N1H 8N9",43.54778153,-80.25146465
Guelph Fht,Clinic,"55, wyndham street n, guelph, on, N1H 7T8",43.54602733,-80.24841155
Guelph General Hospital,Hospital,"115, delhi st, guelph, on, N1E 4J4",43.5563618,-80.2535473
Guelph Independent Living,Clinic,"255, woodlawn road w, guelph, on, N1H 8J1",43.55328942,-80.29533457
h.j. Mcfarland Memorial Home,Other,"603, county road 49, NA, on, K0K 2T0",44.02513295,-77.13549939
Habitat Services (Mental Health Program Services of Metropolitan Toronto),Other,"2238, dundas street w, toronto, on, M6R 3A9",43.65437708,-79.45149351
Haileybury Family Health Team,Clinic,"95, meridian avenue, temiskaming shores, on, P0J 1K0",47.438445,-79.63182464
Haldimand Fht,Clinic,"170, brookfield boulevard, hagersville, on, N1A 2Y4",42.95989873,-80.05228964
Haldimand Norfolk Work Group of Simcoe (Hnwgs),Clinic,"447, queensway w, simcoe, on, N3Y 2N4",42.8431732,-80.32437671
Acropolis Manor,Other,"1325, summit ave, prince rupert, bc, V8J 4C1",54.304055000000005,-130.33
Haldimand War Memorial Hospital,Hospital,"400, broad street w, dunnville, on, N1A 2P7",42.904968,-79.6249358
Haldimand-Norfolk Health Unit,Clinic,"12, gilbertson drive, simcoe, on, N3Y 4L1",42.8480811,-80.30364261
Haldimand-Norfolk Women's Services,Other,"NA, NA, dunnville, on, N1N 1N1",42.90354584,-79.61700779
Haliburton Highlands Fht,Clinic,"7217, gelert road, haliburton, on, K0M 1S0",45.03901766,-78.52815703
Haliburton Highlands Health Services - Haliburton Hospital,Hospital,"7199, gelert rd, haliburton, on, K0M 1S0",45.0382326,-78.5294162
Haliburton Highlands Health Services - Minden,Hospital,"6, mcpherson street, minden, on, K0M 2K0",44.9250073,-78.7316832
Adanac House,Other,"1745, adanac st, victoria, bc, V8R 2C4",48.4350268,-123.3317071
Haliburton Highlands Health Services Corporation,Clinic,"14, iga road, minden, on, K0M 2K0",44.91797433,-78.72235679
"Haliburton, Kawartha, Pine Ridge District Health Unit",Clinic,"200, rose glen road, port hope, on, L1A 3V6",43.96823949,-78.28561196
Hallowell House,Other,"13628, loyalist parkway prince, edward, on, K0K 2T0",43.99421064,-77.1810053
"Halton Alcohol, Drug and Gambling Assessment, Prevention and Treatment Services",Clinic,"211, guelph street, halton hills, on, L7G 5B5",43.65089776,-79.90095305
Halton Cheshire Homes Incorporated - Carey House,Clinic,"3060, mainway drive, burlington, on, L7M 1A3",43.35761511,-79.80927849
Halton Healthcare Services - Oakville,Hospital,"3001, hospital gate, oakville, on, L6M 0L8",43.44892573,-79.766597290000007
Adanac Park Lodge,Other,"851, boundary rd, vancouver, bc, V5K 4T2",49.2770771,-123.0245958
Halton Healthcare Services Corporation - Milton Site,Hospital,"7030, derry rd e, milton, on, L9T 2X5",43.497184,-79.868466
Halton Region Health Department,Clinic,"3350, fairview street, burlington, on, L7N 3L5",43.35405261,-79.78458289
Hamilton Community Support Association,Clinic,"987, king street e, hamilton, on, L8M 1C6",43.25118819,-79.83462369
Hamilton Continuing Care,Other,"125, wentworth street s, hamilton, on, L8N 2Z1",43.24791349,-79.8504795
Adrian House,Other,"948, howard ave, burnaby, bc, V5B 3R6",49.2756077,-122.9836654
Hamilton East Kiwanis Boys' and Girls' Club - Adult Day Program,Clinic,"45, ellis avenue, hamilton, on, L8H 4L8",43.24868989,-79.81072298
Hamilton Health Sciences - Mcmaster,Hospital,"1200, main st w, hamilton, on, L8N 3Z5",43.2530003,-79.8605236
Hamilton Health Sciences - Chedoke Hospital,Other,"NA, sanatorium rd, hamilton, on, L9C 1C4",43.238389,-79.91718399999999
Hamilton Health Sciences - Hamilton General Hospital,Hospital,"237, barton st e, hamilton, on, L8L 2X2",43.2617528,-79.8543243
Hamilton Health Sciences - Juravinski Hospital,Hospital,"711, concession st, hamilton, on, L8V 1C3",43.2399446,-79.8464032
Agassiz Seniors Community,Other,"1525, mackay cres, agassiz, bc, V0M 1A3",49.2335015,-121.7681608
Hamilton Health Sciences - St. Peter's Hospital,Hospital,"88, maplewood avenue, hamilton, on, L8M 1W9",43.24514479,-79.83712249
Hamilton Health Sciences - Ucc,Hospital,"690, main street w, hamilton, on, L8S 1A4",43.26011899,-79.89768341
Hamilton Jewish Home for the Aged - Shalom Village,Clinic,"70, macklin street n, hamilton, on, L8S 3S1",43.26411849,-79.89518251
Hamilton Networked Family Health Team,Clinic,"10, george street, hamilton, on, L8R 2K8",43.25750229,-79.87474961
Hamilton Niagara Haldimand Branch Community Care Access Centre (Css),Clinic,"195, henry street, brantford, on, N3S 5C9",43.15628086,-80.24140951
Hamilton Niagara Haldimand Brant Local Health Integration Network,Clinic,"264, main street e, grimsby, on, L3M 1P8",43.1845707,-79.52728319
Hamilton Program for Schizophrenia,Clinic,"20, hughson street s, hamilton, on, L8N 2A1",43.25533609,-79.8684934
Hamilton Public Health Services,Clinic,"110, king street w, hamilton, on, L8P 4S6",43.25786669,-79.8711221
Hamilton Urban Core Community Health Centre,Clinic,"71, rebecca street, hamilton, on, L8R 1B6",43.25759679,-79.8649483
Hamilton's Hometown Retirement Living,Other,"294, elora street s, minto, on, N0G 1Z0",43.90732536,-80.86075748
Hampton Court,Other,"49, albert street s, southampton, on, N0H 2L0",44.49438613,-81.37291979999999
